,Kaufpreis,Zimmer,Wohnfläche ca.,Street,City,Anbieter,Wohnungslage,Bezug,Description,Wohnanlage,Baujahr:,Energy,Energy2,Lage,Price&Kosten,"('Baujahr:',)",Wohnfläche,Zustand:,"('Zustand:',)",3,Personenaufzug,"('Anbieter',)",2,,"('Personenaufzug',)",Mindestpreis,Stellplatz:,1
757,250.000 €,1," 35,81 m²",Straße nicht freigegeben,81247 München  (Pasing-Obermenzing),Gewerblicher,WohnungslageErdgeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1972 ,1972,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1972Wesentliche EnergieträgerÖlGültigkeit 16.02.2018 bis 15.02.2028 EffizienzklasseDEndenergieverbrauch 130,00 kWh/(m²·a)  ",EnergieträgerÖlHeizungsartZentralheizung,Der im Westen von München gelegene Stadtteil Obermenzing ist eine der attraktivsten Wohngegenden der Landeshauptstadt München. Hier verbindet sich Stadtleben und naturnahes Wohnen in optimaler Weise. Insbesondere die Villenkolonie stellt ein Juwel unter den Wohngegenden Münchens dar. Zwischen dem Nymphenburger Schlosspark und...,,,,,,,,,,,,,,
758,627.500 €,2, 54 m²,Straße nicht freigegeben,81371 München  (Sendling),Gewerblicher,Wohnungslage1. GeschossBezugNach Vereinbarung,BezugNach Vereinbarung,"Balkon, Garten Einbauküche Böden: Parkett Ausstattung: neuwertig Weitere Räume: Kelleranteil ",Baujahr: 2009 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,2009,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2009Wesentliche EnergieträgerGasGültigkeit 18.11.2013 bis 24.09.2024 Endenergieverbrauch 82,90 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGas,"Wohnen & Leben in Sendling! Hier erwartet Sie ein urbanes und modernes Umfeld mit ausgezeichneter Verkehrsanbindung, Einkaufs- und Freizeitgestaltungsmöglichkeiten!In nur wenigen Meter liegt die U-Bahn Station ""Brudermühlstraße"" (U3 Fürstenried West - Moosach, 7 Minuten bis zum Marienplatz).Die Bus-Linien 54...",,,,,,,,,,,,,,
759,2.760.000 €,3," 110,49 m²",Straße nicht freigegeben,80469 München  (Ludwigsvorstadt-Isarvorstadt),Gewerblicher,Wohnungslage3. GeschossBezugFrühjahr 2024,BezugFrühjahr 2024,Gäste-WC Balkon Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2024 Personenaufzug 1 Stellplatz ,2024,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeWesentliche EnergieträgerGasGültigkeit bis 28.09.2032 EffizienzklasseBEndenergiebedarf 58,00 kWh/(m²·a)  ",EnergieträgerGas,"Zentral, pulsierend, historisch geprägt: Das Glockenbachviertel in der Isarvorstadt zählt zu den angesagtesten City-Wohnlagen Münchens. Die unvergleichliche Mischung aus Geschäften des täglichen Bedarfs, Concept Stores, Galerien, Bars und Szene-Lokalen begeistert ein niveauvolles Publikum, Kulturinteressierte und...",,,,,,,,,,,,,,
760,650.000 €,2, 68 m²,Straße nicht freigegeben,80634 München  (Neuhausen-Nymphenburg),Gewerblicher,Wohnungslage1. GeschossBezugnach VereinbarungDerzeitige Nutzungvermietet,Bezugnach Vereinbarung,"Bad mit Dusche Balkon Böden: Laminat Zustand: gepflegt Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 1984 Personenaufzug 1 Stellplatz: Tiefgarage ,1984,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1984Wesentliche EnergieträgerGasGültigkeit 27.09.2018 bis 27.09.2028 EffizienzklasseCEndenergieverbrauch 91,00 kWh/(m²·a)  ","EnergieträgerGasHeizungsartEtagenheizung, Fußbodenheizung","Die Immobilie befindet sich in München.Die nächste Grundschule (Staatl. Grundschule) ist etwa 700 Meter, eine weiterführende Schule (Städt. Adolf-Weber-Gymnasium München / Ausbildungsrichtung: SG; WSG-W) rund 700 Meter entfernt. Bis zum Krankenhaus (Rotkreuzklinikum München) sind es ungefähr 400 Meter.In der...",,,,,,,,,,,,,,
761,570.000 €,3," 68,82 m²",Atterseestraße 11,81241 München  (Pasing-Obermenzing),Gewerblicher,WohnungslageErdgeschossBezugsofort,EnergieausweistypBedarfsausweis,"Balkon Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1974 1 Stellplatz: Tiefgarage ,1974,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeEndenergiebedarf 103,00 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartZentralheizung,"Der Stadtteil Pasing grenzt im Osten an Laim und Nymphenburg und im Süden an Hadern. Nördlich der Bahnstrecke, die den Stadtteil durchquert, verläuft die Grenze zu Obermenzing. Über die DB-Hauptstrecke vom Münchner Hauptbahnhof und die S-Bahn-Stammstrecke ist Pasing optimal angebunden. Am Pasinger Bahnhof halten viele...",,,,,,,,,,,,,,
762,695.000 €,3," 70,10 m²",Straße nicht freigegeben,80797 München  (Schwabing-West),Gewerblicher,Wohnungslage5. GeschossBezugsofort,Bezugsofort,"Balkon, Loggia Einbauküche Böden: Fliesenboden, Laminat Zustand: renoviert / saniert Weitere Räume: Kelleranteil ",Baujahr: 1972 Personenaufzug 1 Stellplatz: Tiefgarage ,1972,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeWesentliche EnergieträgerFernwärmeGültigkeit bis 24.10.2018 Endenergieverbrauch 106,00 kWh/(m²·a)  ",EnergieträgerFernwärmeHeizungsartZentralheizung,"Der beliebte und lebendige Stadtteil Schwabing-West zeigt hier sein facettenreiches Angebot an Wohnqualität. Aufgrund dessen, dass die angebotene Immobilie am Ende einer Stichstraße sowie direkt am Olympiapark liegt, genießt man hier ein hohes Maß an Ruhe. Trotz allem ist man in wenigen Geh- oder Fahrminuten inmitten von...",,,,,,,,,,,,,,
763,790.000 €,3, 71 m²,Straße nicht freigegeben,80637 München  (Neuhausen-Nymphenburg),Gewerblicher,Wohnungslage1. Geschoss,EnergieausweistypVerbrauchsausweis,"Bad mit Dusche, Gäste-WC Balkon Einbauküche Böden: Laminat Ausstattung: möbliert Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1981 Personenaufzug 1 Stellplatz: Tiefgarage ,1981,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1981Wesentliche EnergieträgerErdgas schwerGültigkeit 22.11.2018 bis 21.11.2028 EffizienzklasseDEndenergieverbrauch 107,00 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,Alles in der NäheDie Wohnung befindet sich im beliebten Stadtteil Neuhausen.Die Immobilie liegt ruhig und zum grünen Innenhof. Die Bewohner schätzen an dieser Lage vor allem die gute Infrastruktur und die unmittelbare Nähe zu Schwabing und der Innenstadt.Schnell erreicht ist auch der nahe gelegene...,,,,,,,,,,,,,,
764,680.000 €,2," 50,02 m²",Straße nicht freigegeben,81669 München  (Au-Haidhausen),Gewerblicher,Wohnungslage2. Geschoss,EnergieträgerFernwärme,Einbauküche Zustand: gepflegt ,Baujahr: 1896 ,1896,,EnergieträgerFernwärmeHeizungsartZentralheizung,"Sehr beliebte und trendige Wohnlage der Au in unmittelbarer Isarnähe. Allerbeste Infrastruktur und ideale öffentliche Verkehrsanbindung. Nur wenige Gehminuten zu allen Geschäften des täglichen Bedarfs, zu gehobenen Restaurants, zu bekannten Szene-Bars und kleinen Cafés. Nur wenige Meter zum Mariahilfplatz mit dem bekanntem...",,,,,,,,,,,,,,
765,650.000 €,3, 68 m²,Straße nicht freigegeben,80805 München  (Schwabing-Freimann),Gewerblicher,,,"Balkon, Terrasse Einbauküche Weitere Räume: Kelleranteil ",,,,EnergieträgerGas,zentral,,,,,,,,,,,,,,
766,1.140.000 €,4," 102,83 m²",Straße nicht freigegeben,81247 München  (Pasing-Obermenzing),,WohnungslageErdgeschossBezugnach Vereinbarung,EnergieausweistypBedarfsausweis,"Bad mit Fenster und Wanne, Gäste-WC Garten, Terrasse Einbauküche barrierefrei Weitere Räume: Kelleranteil ",Baujahr: 2016 Zustand: Neubau 1 Stellplatz ,2016,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2016EffizienzklasseA+Endenergiebedarf 26,30 kWh/(m²·a)  ","EnergieträgerGas, SolarHeizungsartFußbodenheizung, Zentralheizung",Die Wohnung liegt im Herzen des begehrten Stadtteils Obermenzing im Westen von München. Hier werden das Stadtleben mit dem Genießen der schönen Natur in optimaler Weise miteinander verbunden. Die Bebauung ist von attraktiven Wohnhäusern geprägt und der alte Baumbestand bilden ein besonderes Flair.Obermenzing...,,,,,,,,,,,,,,
767,450.000 €,1," 36,98 m²",Straße nicht freigegeben,81371 München  (Sendling),Gewerblicher,Wohnungslage1. GeschossBezugsofort,Bezugsofort,Ausstattung: neuwertig Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1960 ,1960,,EnergieträgerÖlHeizungsartZentralheizung,"Thalkirchen besitzt eine jahrhundertelange Geschichte als Bauernhof im Isartal und zählt zu den ältesten Siedlungen im südlichen Münchner Raum. Der Stadtteil Thalkirchen bietet außerdem durch seine Lage an der renaturierten Isar mit den Isarauen, dem Hinterbrühler See und dem Sommerbad Maria- Einsiedel einen großen...",,,,,,,,,,,,,,
768,375.000 €,2, 45 m²,Wolfratshauser Straße 195,81479 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),,Wohnungslage2. GeschossBezugnach Vereinbarung,Bezugnach Vereinbarung,Balkon Einbauküche Ausstattung: möbliert Zustand: renoviert / saniert Weitere Räume: Kelleranteil ,Baujahr: 1992 1 Stellplatz ,1992,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1992Endenergieverbrauch 173,60 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"Alles was zum täglichen Bedarf gehört ist fußläufig erreichbar.Bäcker - Metzger - Supermarkt - Getränkemarkt - Ärzte - Tankstelle - Bus- und Bahn innerhalb 5 Minuten Gehzeit.Die vollständige Anschrift ist angegeben, bitte schauen Sie sich die Lage vorher einfach an.",,,,,,,,,,,,,,
769,395.000 €,2, 57 m²,Straße nicht freigegeben,81673 München  (Berg am Laim),Gewerblicher,Wohnungslage2. GeschossBezugnach VereinbarungDerzeitige Nutzungvermietet,Bezugnach Vereinbarung,Einbauküche Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil ,Baujahr: 1965 ,1965,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1965Wesentliche EnergieträgerÖlGültigkeit 14.11.2012 bis 13.12.2022 Endenergiebedarf 190,00 kWh/(m²·a)  ",EnergieträgerÖlHeizungsartZentralheizung,"Die Lage besticht durch die hervorragende Vernetzung mit der Innenstadt und durch die unmittelbare Nähe zur Straßenbahn. Ausgleich zu der sonst dichten Wohnbebauung in dieser Gegend, bilden hier die Erholungsflächen in der direkten Umgebung: der Ostpark mit Biergarten, Spielplätzen und Teichanlagen sowie das Michaelibad...",,,,,,,,,,,,,,
770,895.000 €,3," 89,80 m²",Straße nicht freigegeben,80935 München  (Feldmoching-Hasenbergl),Gewerblicher,WohnungslageErdgeschossBezugsofort,Bezugsofort,Terrasse Einbauküche ,Baujahr: 2013 1 Stellplatz ,2013,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeGültigkeit bis 28.03.2023 Endenergiebedarf 43,10 kWh/(m²·a)  ",EnergieträgerElektroHeizungsartFußbodenheizung,"Die Lerchenau ist ein Viertel im Norden Münchens im Südosten des Stadtbezirks Feldmoching. Das Viertel grenzt an die Stadtteile Moosach, Fasanerie und Milbertshofen, ist ca. 5 km nordwestlich vom Stadtzentrum Münchens entfernt und profitiert von der sehr guten Verkehrsanbindung an die Innenstadt. Hohen Freizeitwert bieten die...",,,,,,,,,,,,,,
771,258.000 €,1," 36,50 m²",Straße nicht freigegeben,81547 München  (Untergiesing-Harlaching),Gewerblicher,Wohnungslage2. GeschossDerzeitige Nutzungvermietet,Derzeitige Nutzungvermietet,Balkon Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss Haustiere erlaubt ,Baujahr: 1996 Personenaufzug ,1996,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2018Wesentliche EnergieträgerGASGültigkeit bis 13.12.2028 EffizienzklasseEEndenergieverbrauch 138,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"Die von uns angebotene Wohnung befindet sich im schönen Harlaching, einem der attraktivsten Stadtteile im Süden Münchens. Hier sind die Vorzüge ideal vereint: Zum einen die Stadtnähe - es sind mit dem Auto oder der Tram nur etwa 6 km bis ins Zentrum. Zum anderen besticht der sehr hohe Freizeitwert durch das nahe Alpenvorland...",,,,,,,,,,,,,,
772,1.058.000 €,4," 103,20 m²",Straße nicht freigegeben,80639 München  (Neuhausen-Nymphenburg),Gewerblicher,Bezugkurzfristig möglich,EnergieausweistypVerbrauchsausweis,Gäste-WC Garten Böden: Parkett Ausstattung: neuwertig Weitere Räume: Kelleranteil ,Baujahr: 2010 Personenaufzug 1 Stellplatz: Duplex ,2010,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 29.01.2029 EffizienzklasseBEndenergieverbrauch 74,00 kWh/(m²·a)  ",EnergieträgerFernwärme,"Die Wohnung befindet sich im sehr beliebten und lebendigen Stadtteil Neuhausen. Besonders die Nähe zum Hirschgarten, zum Nymphenburger Schlosspark und zur Stadtmitte, das quirlige Leben sowie die vielen Freizeitmöglichkeiten in der Umgebung prägen diesen Stadtteil. Einkaufen/Besorgungen:Geschäfte des täglichen...",,,,,,,,,,,,,,
773,629.000 €,3," 94,17 m²",Straße nicht freigegeben,81669 München  (Ramersdorf-Perlach),Gewerblicher,Wohnungslage5. Geschoss (Dachgeschoss)BezugvermietetDerzeitige Nutzungvermietet,Bezugvermietet,Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1954 ,1954,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1954Wesentliche EnergieträgerGasGültigkeit 10.06.2014 bis 09.06.2024 EffizienzklasseDEndenergiebedarf 123,10 kWh/(m²·a)  ",EnergieträgerGasHeizungsartEtagenheizung,"Das Objekt befindet sich im Grenzbereich von Ramersdorf - Giesing, in München Süd-Ost und vereint dadurch die besten Vorteile beider Stadtteile miteinander. Die unmittelbare Citynähe und eine sehr gute Infrastruktur prägen dieses Viertel. Eine gute Verkehrsanbindung an die A8 und an den Mittleren Ring, die Nähe zum...",,,,,,,,,,,,,,
774,609.000 €,2," 65,75 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage2. Geschoss,,"Bad mit Fenster, Wanne und Dusche Balkon, Garten ",Zustand: Altbau (bis 1945) Personenaufzug ,,,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",,,,Altbau,,,,,,,,,,
775,695.000 €,3, 75 m²,Straße nicht freigegeben,80469 München  (Ludwigsvorstadt-Isarvorstadt),Gewerblicher,Wohnungslage2. GeschossBezugvermietetDerzeitige Nutzungvermietet,Bezugvermietet,"Bad mit Wanne, Bidet Balkon, Gartenmitbenutzung Einbauküche Böden: Fliesenboden, Parkett Fenster: Kunststofffenster kontrollierte Be- und Entlüftungsanlage Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss, Kabelanschluss ",Baujahr: 1958 Personenaufzug ,1958,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1958Wesentliche EnergieträgerStrom-Mix, Erdgas EGültigkeit 31.10.2018 bis 31.10.2028 EffizienzklasseEEndenergiebedarf 146,50 kWh/(m²·a)  ",EnergieträgerGasHeizungsartZentralheizung,Die ausgezeichnete Lage im beliebten Glockenbachviertel zwischen Reichenbach- und Wittelsbacher Brücke ist sehr bekannt und gehört zu den besten Standorten in der Landeshauptstadt. Die renaturierte Isar einerseits und  das lebendige Glockenbachviertel andererseits bieten vielseitige Möglichkeiten die Freizeit zu...,,,,,,,,,,,,,,
776,395.000 €,"3,5"," 73,97 m²",Guardinistraße 71,81375 München  (Hadern),Gewerblicher,Wohnungslage2. GeschossBezugsofort,Bezugsofort,Zustand: gepflegt ,Baujahr: 1972 Personenaufzug ,1972,"EnergieausweistypBedarfsausweisGebäudetypWohngebäudeGültigkeit bis 18.11.2023 EffizienzklasseDEndenergiebedarf 106,00 kWh/(m²·a)  ",EnergieträgerElektroHeizungsartFußbodenheizung,"Herzlich Willkommen in Großhadern! Großhadern befindet sich im Stadtbezirk Hadern und ist in erster Linie eine bürgerliche Wohngegend. Ausnahmen sind der sogenannte ""Dorfkern"" mit zahlreichen kleinen Geschäften sowie das Universitätsviertel rund um das Klinikum Großhadern. Dazu gehören auch mehrere Studentenheime sowie drei...",,,,,,,,,,,,,,
777,899.000 €,2," 49,93 m²",Hochstr. 75,81541 München / Au-Haidhausen ,Gewerblicher,Wohnungslage4. GeschossBezug2. Quartal 2023,Bezug2. Quartal 2023,Balkon Ausstattung: neuwertig Weitere Räume: Kelleranteil ,Baujahr: 2022 1 Stellplatz ,2022,,,"Am Isarhochufer - Mitten in der City mit grenzenlosen Möglichkeiten, dennoch naturnah!",,,,,,,,,,,,,,
778,736.500 €,2," 58,71 m²",Plattlinger Str. 4,81479 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,KategorieApartmentWohnungslageErdgeschossBezugHerbst 2022,WohnungslageErdgeschoss,"Bad mit Wanne Garten, Terrasse Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ",Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,2022,,,"Die traumhafte Lage des P4 Quartier Solln bietet eine urbane Infrastruktur und eine kultivierte, naturnahe Lebensqualität. Sie besticht durch kurze Wege zu den immergrünen Isarauen und dank der hervorragenden Verkehrsanbindung erreicht man auch die Münchner Innenstadt schnell und ohne großen Aufwand. So ist man mit der S-Bahn...",,,,,,,,,,,,,,
779,770.000 €,4, 79 m²,Bonner Str. xxx,80804 München  (Schwabing-West),Gewerblicher,,,,,,,,"4-Zimmer-Wohnung mit 79 qm Wfl. im 4. Obergeschoss mit Loggia; Baujahr 1957 - dazu Kellerabteil mit 4,80 qm Nfl.",,,,,,,,,,,,,,
780,369.000 €,2, 50 m²,Linkstraße 9,80933 München / Hasenbergl  (Feldmoching-Hasenbergl),Gewerblicher,Wohnungslage1. GeschossBezugnach Vereinbarung,Bezugnach Vereinbarung,"Balkon Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: Kabelanschluss Haustiere erlaubt ",Baujahr: 1960 ,1960,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2013Wesentliche EnergieträgerGASGültigkeit bis 17.04.2030 EffizienzklasseFEndenergieverbrauch 178,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGas,"Die Wohnung liegt im Hasenbergl einem der nördlichen attraktiven grünen Stadtteile Münchens. Im Hasenbergl befinden sich die parkartigen Grünflächen- Dülferanger und- Goldschmiedplatz,- der Feldmochinger Anger (schafft eine Verbindung nach Feldmoching) und - die Panzerwiese Richtung Am Hart-...",,,,,,,,,,,,,,
781,580.000 €,2, 58 m²,Straße nicht freigegeben,80804 München  (Schwabing-West),Gewerblicher,,,,,,,,"Wohnung Nr. 15 im 4. OG, 58 m² Wfl., bestehend aus Flur, Schlafzimmer, Abstellkammer, Bad/WC, Küche, Wohnzimmer und Loggia, sowie Kellerraum (5,4 m² Nfl.), Bj. 1957, Modernisierung 1995 (Treppenhausfenster), 2009/10 (Hauseingangs- und Kellertüre) und 2015-17 (Brandschutztüren im KG, Fassade, Balkone)Bitte...",,,,,,,,,,,,,,
782,335.000 €,2," 41,12 m²",Straße nicht freigegeben,80634 München  (Neuhausen-Nymphenburg),Gewerblicher,Derzeitige Nutzungvermietet,EnergieausweistypVerbrauchsausweis,Balkon Zustand: gepflegt ,Baujahr: 1974 Personenaufzug 1 Stellplatz: Tiefgarage ,1974,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis2008Wesentliche EnergieträgerGASGültigkeit bis 13.04.2030 EffizienzklasseEEndenergieverbrauch 185,50 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"Der beliebte Stadtteil Neuhausen befindet sich westlich vom Zentrum der Landeshauptstadt München mit hoher Wohnqualität, guter Infrastruktur und jeglichem Komfort.Alle Einkaufsmöglichkeiten, Ärzte, Apotheken, Fachgeschäfte, Gaststätten, sowie Kindergärten, Grundschulen und weiterführende Schulen befinden sich in der...",,,,,,,,,,,,,,
783,740.000 €,2, 76 m²,Straße nicht freigegeben,81379 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,Wohnungslage2. GeschossBezugsofort,Bezugsofort,"Balkon Böden: Fliesenboden, Parkett Weitere Räume: Wasch-Trockenraum ",Baujahr: 1979 Personenaufzug ,1979,,,Die Wohnung liegt in einer äußerst verkehrsgünstigen Lage.Einkaufsmöglichkeiten sind in unmittelbarer Nähe.,,,,,,,,,,,,,,
784,795.000 €,2," 54,70 m²",Straße nicht freigegeben,80999 München  (Allach-Untermenzing),Gewerblicher,KategorieTerrassenwohnungWohnungslageErdgeschossBezug2024Derzeitige Nutzungfrei,WohnungslageErdgeschoss,"Bad mit Dusche Garten, Terrasse, Gartenmitbenutzung offene Küche Böden: Fliesenboden, Parkett Fenster: Aluminiumfenster, Kunststofffenster Weitere Räume: Kelleranteil ",Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,2022,,"HeizungsartFußbodenheizung, Luft-/Wasser-Wärmepumpe",,,,,,,,,,,,,,,
785,798.000 €,3," 98,90 m²",Straße nicht freigegeben,80689 München  (Hadern),Gewerblicher,WohnungslageDachgeschossBezugbezugsfrei,Bezugbezugsfrei,Gäste-WC Garten Einbauküche Böden: Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 2004 1 Stellplatz ,2004,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeGültigkeit bis 28.04.2024 Endenergieverbrauch 101,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,Die Dachgeschosswohnung liegt in Hadern an der Grenze zu Laim im Westen Münchens. Die Lage bietet ein ausgewogenes Verhältnis zwischen guter Infrastruktur und hohem Freizeitwert.Einkaufen:Im nur ca. 450 m entfernten Stadtteilzentrum an der Terofalstraße finden Sie verschiedene Geschäfte des täglichen Bedarfs. Es...,,,,,,,,,,,,,,
786,850.000 €,"3,5"," 93,80 m²",Straße nicht freigegeben,81369 München  (Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,Wohnungslage5. Geschoss,EnergieausweistypVerbrauchsausweis,"Gäste-WC Terrasse Einbauküche Böden: Fliesenboden, Laminat ",Baujahr: 1972 Personenaufzug 1 Stellplatz: Tiefgarage ,1972,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeBaujahr laut Energieausweis1972Wesentliche EnergieträgerFERNGültigkeit bis 27.08.2028 EffizienzklasseDEndenergieverbrauch 113,00 kWh/(m²·a)  - Warmwasser enthalten ","EnergieträgerFernwärme, GasHeizungsartZentralheizung","Mittersendling I Sendlinger ParkDer Stadtteil Mittersendling zeichnet sich durch seine Zentrumsnähe und exzellente Verkehrsanbindung aus. Die Wohnung wird von zahlreichen Grünanlagen umschlossen. ""Grünes"" Wohnen im Herzen der Landeshauptstadt!Für ausgiebige Spaziergänge oder Freizeitaktivitäten im Freien ist...",,,,,,,,,,,,,,
787,785.000 €,3," 86,05 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage1. Geschoss,,"Bad mit Fenster, Wanne und Dusche Balkon, Garten barrierefrei, rollstuhlgerecht ",Zustand: Altbau (bis 1945) Personenaufzug ,,,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",,,,Altbau,,,,,,,,,,
788,999.000 €,4," 115,28 m²",Osterangerstraße 13,81249 München  (Aubing-Lochhausen-Langwied),Gewerblicher,Wohnungslage3. Geschoss,,"Bad mit Fenster, Wanne und Dusche Garten ",Zustand: Neubau Personenaufzug ,,,,"Hochwertig, modern und ökologisch: Die 4-Zimmer Wohnung im 3.OG in meinraum München West hat viel zu bieten.Die ca. 2,62 m hohen, lichtdurchfluteten und großzügig geschnittene Räume mit Fußbodenheizung und Eichen-Parkett sind praktisch und intelligent angeordnet. Der Wohnbereich beinhaltet Platz zum Wohnen, Essen und Kochen...",,,,Neubau,,,,,,,,,,
789,999.999 €,4," 122,31 m²",Straße nicht freigegeben,80634 München  (Neuhausen-Nymphenburg),Gewerblicher,Wohnungslage4. GeschossBezugsofort,EnergieausweistypVerbrauchsausweis,"Bad mit Wanne Balkon Einbauküche Böden: Laminat, Teppichboden Weitere Räume: Kelleranteil ",Baujahr: 1973 Personenaufzug ,1973,"EnergieausweistypVerbrauchsausweisGebäudetypWohngebäudeEndenergieverbrauch 68,00 kWh/(m²·a)  - Warmwasser enthalten ",EnergieträgerGasHeizungsartZentralheizung,"Der grüne und gefragte Stadtteil Neuhausen/Nymphenburg zeichnet sich durch die absolut günstige Verkehrsanbindung, sowie seinen hohen Freizeitwert aus.Das nahe gelegene berühmte Nymphenburger Schloss, der Botanische Garten, oder auch der Hirschgarten laden zu ausgiebigen Spaziergängen ein. Weitere Parkanlagen und...",,,,,,,,,,,,,,
790,519.900 €,2," 45,66 m²",Industriestraße 30,81245 München  (Aubing-Lochhausen-Langwied),Gewerblicher,KategorieApartmentWohnungslage1. Geschoss,Wohnungslage1. Geschoss,Balkon ,Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz ,2022,,,"Nur  unweit  Ihres  neuen  Zuhauses  befindet  sich  der  denkmalgeschützte  Ortskern Alt-Aubings. Genießen Sie den ländlichen Charakter, traditionellen Charme und die naturnahe Lage sowie die optimale Verkehrsanbindung. Alt-Aubing - ein Standort mit vielen Vorzügen! Trotz  ruhiger  Lage:  Alles,  was  Sie  im  Alltag...",,,,,,,,,,,,,,
