,street,description,wohnanlage,energy_2,lage,Hausprice,Room,Area,Post_Code,District,Offerer,Year,Status,Floor,Own
760,,"Bad mit Dusche Balkon Böden: Laminat Zustand: gepflegt Weitere Räume: Kelleranteil, Abstellraum ",Baujahr: 1984 Personenaufzug 1 Stellplatz: Tiefgarage ,"EnergieträgerGasHeizungsartEtagenheizung, Fußbodenheizung","Die Immobilie befindet sich in München.Die nächste Grundschule (Staatl. Grundschule) ist etwa 700 Meter, eine weiterführende Schule (Städt. Adolf-Weber-Gymnasium München / Ausbildungsrichtung: SG; WSG-W) rund 700 Meter entfernt. Bis zum Krankenhaus (Rotkreuzklinikum München) sind es ungefähr 400 Meter.In der...",650000.0,2,68.0,80634,(Neuhausen-Nymphenburg),Gewerblicher,1984,,1,Nach Vereinbarung
761,Atterseestraße 11,"Balkon Böden: Fliesenboden, Laminat Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1974 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Der Stadtteil Pasing grenzt im Osten an Laim und Nymphenburg und im Süden an Hadern. Nördlich der Bahnstrecke, die den Stadtteil durchquert, verläuft die Grenze zu Obermenzing. Über die DB-Hauptstrecke vom Münchner Hauptbahnhof und die S-Bahn-Stammstrecke ist Pasing optimal angebunden. Am Pasinger Bahnhof halten viele...",570000.0,3,68.82,81241,(Pasing-Obermenzing),Gewerblicher,1974,,Ground,
762,,"Balkon, Loggia Einbauküche Böden: Fliesenboden, Laminat Zustand: renoviert / saniert Weitere Räume: Kelleranteil ",Baujahr: 1972 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Der beliebte und lebendige Stadtteil Schwabing-West zeigt hier sein facettenreiches Angebot an Wohnqualität. Aufgrund dessen, dass die angebotene Immobilie am Ende einer Stichstraße sowie direkt am Olympiapark liegt, genießt man hier ein hohes Maß an Ruhe. Trotz allem ist man in wenigen Geh- oder Fahrminuten inmitten von...",695000.0,3,70.1,80797,(Schwabing-West),Gewerblicher,1972,,5,Sofort
763,,"Bad mit Dusche, Gäste-WC Balkon Einbauküche Böden: Laminat Ausstattung: möbliert Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1981 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,Alles in der NäheDie Wohnung befindet sich im beliebten Stadtteil Neuhausen.Die Immobilie liegt ruhig und zum grünen Innenhof. Die Bewohner schätzen an dieser Lage vor allem die gute Infrastruktur und die unmittelbare Nähe zu Schwabing und der Innenstadt.Schnell erreicht ist auch der nahe gelegene...,790000.0,3,71.0,80637,(Neuhausen-Nymphenburg),Gewerblicher,1981,,1,
764,,Einbauküche Zustand: gepflegt ,Baujahr: 1896 ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Sehr beliebte und trendige Wohnlage der Au in unmittelbarer Isarnähe. Allerbeste Infrastruktur und ideale öffentliche Verkehrsanbindung. Nur wenige Gehminuten zu allen Geschäften des täglichen Bedarfs, zu gehobenen Restaurants, zu bekannten Szene-Bars und kleinen Cafés. Nur wenige Meter zum Mariahilfplatz mit dem bekanntem...",680000.0,2,50.02,81669,(Au-Haidhausen),Gewerblicher,1896,,2,
765,,"Balkon, Terrasse Einbauküche Weitere Räume: Kelleranteil ",,EnergieträgerGas,zentral,650000.0,3,68.0,80805,(Schwabing-Freimann),Gewerblicher,,,,
766,,"Bad mit Fenster und Wanne, Gäste-WC Garten, Terrasse Einbauküche barrierefrei Weitere Räume: Kelleranteil ",Baujahr: 2016 Zustand: Neubau 1 Stellplatz ,"EnergieträgerGas, SolarHeizungsartFußbodenheizung, Zentralheizung",Die Wohnung liegt im Herzen des begehrten Stadtteils Obermenzing im Westen von München. Hier werden das Stadtleben mit dem Genießen der schönen Natur in optimaler Weise miteinander verbunden. Die Bebauung ist von attraktiven Wohnhäusern geprägt und der alte Baumbestand bilden ein besonderes Flair.Obermenzing...,1140000.0,4,102.83,81247,(Pasing-Obermenzing),,2016,,Ground,
767,,Ausstattung: neuwertig Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss ,Baujahr: 1960 ,EnergieträgerÖlHeizungsartZentralheizung,"Thalkirchen besitzt eine jahrhundertelange Geschichte als Bauernhof im Isartal und zählt zu den ältesten Siedlungen im südlichen Münchner Raum. Der Stadtteil Thalkirchen bietet außerdem durch seine Lage an der renaturierten Isar mit den Isarauen, dem Hinterbrühler See und dem Sommerbad Maria- Einsiedel einen großen...",450000.0,1,36.98,81371,(Sendling),Gewerblicher,1960,,1,Sofort
768,Wolfratshauser Straße 195,Balkon Einbauküche Ausstattung: möbliert Zustand: renoviert / saniert Weitere Räume: Kelleranteil ,Baujahr: 1992 1 Stellplatz ,EnergieträgerGasHeizungsartZentralheizung,"Alles was zum täglichen Bedarf gehört ist fußläufig erreichbar.Bäcker - Metzger - Supermarkt - Getränkemarkt - Ärzte - Tankstelle - Bus- und Bahn innerhalb 5 Minuten Gehzeit.Die vollständige Anschrift ist angegeben, bitte schauen Sie sich die Lage vorher einfach an.",375000.0,2,45.0,81479,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),,1992,,2,Nach Vereinbarung
769,,Einbauküche Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil ,Baujahr: 1965 ,EnergieträgerÖlHeizungsartZentralheizung,"Die Lage besticht durch die hervorragende Vernetzung mit der Innenstadt und durch die unmittelbare Nähe zur Straßenbahn. Ausgleich zu der sonst dichten Wohnbebauung in dieser Gegend, bilden hier die Erholungsflächen in der direkten Umgebung: der Ostpark mit Biergarten, Spielplätzen und Teichanlagen sowie das Michaelibad...",395000.0,2,57.0,81673,(Berg,Gewerblicher,1965,,2,Nach Vereinbarung
770,,Terrasse Einbauküche ,Baujahr: 2013 1 Stellplatz ,EnergieträgerElektroHeizungsartFußbodenheizung,"Die Lerchenau ist ein Viertel im Norden Münchens im Südosten des Stadtbezirks Feldmoching. Das Viertel grenzt an die Stadtteile Moosach, Fasanerie und Milbertshofen, ist ca. 5 km nordwestlich vom Stadtzentrum Münchens entfernt und profitiert von der sehr guten Verkehrsanbindung an die Innenstadt. Hohen Freizeitwert bieten die...",895000.0,3,89.8,80935,(Feldmoching-Hasenbergl),Gewerblicher,2013,,Ground,Sofort
771,,Balkon Zustand: gepflegt Weitere Räume: Kelleranteil Anschlüsse: Kabelanschluss Haustiere erlaubt ,Baujahr: 1996 Personenaufzug ,EnergieträgerGasHeizungsartZentralheizung,"Die von uns angebotene Wohnung befindet sich im schönen Harlaching, einem der attraktivsten Stadtteile im Süden Münchens. Hier sind die Vorzüge ideal vereint: Zum einen die Stadtnähe - es sind mit dem Auto oder der Tram nur etwa 6 km bis ins Zentrum. Zum anderen besticht der sehr hohe Freizeitwert durch das nahe Alpenvorland...",258000.0,1,36.5,81547,(Untergiesing-Harlaching),Gewerblicher,1996,,2,
772,,Gäste-WC Garten Böden: Parkett Ausstattung: neuwertig Weitere Räume: Kelleranteil ,Baujahr: 2010 Personenaufzug 1 Stellplatz: Duplex ,EnergieträgerFernwärme,"Die Wohnung befindet sich im sehr beliebten und lebendigen Stadtteil Neuhausen. Besonders die Nähe zum Hirschgarten, zum Nymphenburger Schlosspark und zur Stadtmitte, das quirlige Leben sowie die vielen Freizeitmöglichkeiten in der Umgebung prägen diesen Stadtteil. Einkaufen/Besorgungen:Geschäfte des täglichen...",1058000.0,4,103.2,80639,(Neuhausen-Nymphenburg),Gewerblicher,2010,,,
773,,Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 1954 ,EnergieträgerGasHeizungsartEtagenheizung,"Das Objekt befindet sich im Grenzbereich von Ramersdorf - Giesing, in München Süd-Ost und vereint dadurch die besten Vorteile beider Stadtteile miteinander. Die unmittelbare Citynähe und eine sehr gute Infrastruktur prägen dieses Viertel. Eine gute Verkehrsanbindung an die A8 und an den Mittleren Ring, die Nähe zum...",629000.0,3,94.17,81669,(Ramersdorf-Perlach),Gewerblicher,1954,,5 Roof,
774,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Balkon, Garten ",Zustand: Altbau (bis 1945) Personenaufzug ,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",609000.0,2,65.75,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,Old,2,
775,,"Bad mit Wanne, Bidet Balkon, Gartenmitbenutzung Einbauküche Böden: Fliesenboden, Parkett Fenster: Kunststofffenster kontrollierte Be- und Entlüftungsanlage Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss, Kabelanschluss ",Baujahr: 1958 Personenaufzug ,EnergieträgerGasHeizungsartZentralheizung,Die ausgezeichnete Lage im beliebten Glockenbachviertel zwischen Reichenbach- und Wittelsbacher Brücke ist sehr bekannt und gehört zu den besten Standorten in der Landeshauptstadt. Die renaturierte Isar einerseits und  das lebendige Glockenbachviertel andererseits bieten vielseitige Möglichkeiten die Freizeit zu...,695000.0,3,75.0,80469,(Ludwigsvorstadt-Isarvorstadt),Gewerblicher,1958,,2,
776,Guardinistraße 71,Zustand: gepflegt ,Baujahr: 1972 Personenaufzug ,EnergieträgerElektroHeizungsartFußbodenheizung,"Herzlich Willkommen in Großhadern! Großhadern befindet sich im Stadtbezirk Hadern und ist in erster Linie eine bürgerliche Wohngegend. Ausnahmen sind der sogenannte ""Dorfkern"" mit zahlreichen kleinen Geschäften sowie das Universitätsviertel rund um das Klinikum Großhadern. Dazu gehören auch mehrere Studentenheime sowie drei...",395000.0,3.5,73.97,81375,(Hadern),Gewerblicher,1972,,2,Sofort
777,Hochstr. 75,Balkon Ausstattung: neuwertig Weitere Räume: Kelleranteil ,Baujahr: 2022 1 Stellplatz ,,"Am Isarhochufer - Mitten in der City mit grenzenlosen Möglichkeiten, dennoch naturnah!",899000.0,2,49.93,81541,/,Gewerblicher,2022,,4,2023
778,Plattlinger Str. 4,"Bad mit Wanne Garten, Terrasse Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ",Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,,"Die traumhafte Lage des P4 Quartier Solln bietet eine urbane Infrastruktur und eine kultivierte, naturnahe Lebensqualität. Sie besticht durch kurze Wege zu den immergrünen Isarauen und dank der hervorragenden Verkehrsanbindung erreicht man auch die Münchner Innenstadt schnell und ohne großen Aufwand. So ist man mit der S-Bahn...",736500.0,2,58.71,81479,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,2022,,Ground,
779,Bonner Str. xxx,,,,"4-Zimmer-Wohnung mit 79 qm Wfl. im 4. Obergeschoss mit Loggia; Baujahr 1957 - dazu Kellerabteil mit 4,80 qm Nfl.",770000.0,4,79.0,80804,(Schwabing-West),Gewerblicher,,,,
780,Linkstraße 9,"Balkon Einbauküche Zustand: gepflegt Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: Kabelanschluss Haustiere erlaubt ",Baujahr: 1960 ,EnergieträgerGas,"Die Wohnung liegt im Hasenbergl einem der nördlichen attraktiven grünen Stadtteile Münchens. Im Hasenbergl befinden sich die parkartigen Grünflächen- Dülferanger und- Goldschmiedplatz,- der Feldmochinger Anger (schafft eine Verbindung nach Feldmoching) und - die Panzerwiese Richtung Am Hart-...",369000.0,2,50.0,80933,/,Gewerblicher,1960,,1,Nach Vereinbarung
781,,,,,"Wohnung Nr. 15 im 4. OG, 58 m² Wfl., bestehend aus Flur, Schlafzimmer, Abstellkammer, Bad/WC, Küche, Wohnzimmer und Loggia, sowie Kellerraum (5,4 m² Nfl.), Bj. 1957, Modernisierung 1995 (Treppenhausfenster), 2009/10 (Hauseingangs- und Kellertüre) und 2015-17 (Brandschutztüren im KG, Fassade, Balkone)Bitte...",580000.0,2,58.0,80804,(Schwabing-West),Gewerblicher,,,,
782,,Balkon Zustand: gepflegt ,Baujahr: 1974 Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"Der beliebte Stadtteil Neuhausen befindet sich westlich vom Zentrum der Landeshauptstadt München mit hoher Wohnqualität, guter Infrastruktur und jeglichem Komfort.Alle Einkaufsmöglichkeiten, Ärzte, Apotheken, Fachgeschäfte, Gaststätten, sowie Kindergärten, Grundschulen und weiterführende Schulen befinden sich in der...",335000.0,2,41.12,80634,(Neuhausen-Nymphenburg),Gewerblicher,1974,,,
783,,"Balkon Böden: Fliesenboden, Parkett Weitere Räume: Wasch-Trockenraum ",Baujahr: 1979 Personenaufzug ,,Die Wohnung liegt in einer äußerst verkehrsgünstigen Lage.Einkaufsmöglichkeiten sind in unmittelbarer Nähe.,740000.0,2,76.0,81379,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1979,,2,Sofort
784,,"Bad mit Dusche Garten, Terrasse, Gartenmitbenutzung offene Küche Böden: Fliesenboden, Parkett Fenster: Aluminiumfenster, Kunststofffenster Weitere Räume: Kelleranteil ",Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,"HeizungsartFußbodenheizung, Luft-/Wasser-Wärmepumpe",,795000.0,2,54.7,80999,(Allach-Untermenzing),Gewerblicher,2022,,Ground,
785,,Gäste-WC Garten Einbauküche Böden: Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ,Baujahr: 2004 1 Stellplatz ,EnergieträgerGasHeizungsartZentralheizung,Die Dachgeschosswohnung liegt in Hadern an der Grenze zu Laim im Westen Münchens. Die Lage bietet ein ausgewogenes Verhältnis zwischen guter Infrastruktur und hohem Freizeitwert.Einkaufen:Im nur ca. 450 m entfernten Stadtteilzentrum an der Terofalstraße finden Sie verschiedene Geschäfte des täglichen Bedarfs. Es...,798000.0,3,98.9,80689,(Hadern),Gewerblicher,2004,,,Sofort
786,,"Gäste-WC Terrasse Einbauküche Böden: Fliesenboden, Laminat ",Baujahr: 1972 Personenaufzug 1 Stellplatz: Tiefgarage ,"EnergieträgerFernwärme, GasHeizungsartZentralheizung","Mittersendling I Sendlinger ParkDer Stadtteil Mittersendling zeichnet sich durch seine Zentrumsnähe und exzellente Verkehrsanbindung aus. Die Wohnung wird von zahlreichen Grünanlagen umschlossen. ""Grünes"" Wohnen im Herzen der Landeshauptstadt!Für ausgiebige Spaziergänge oder Freizeitaktivitäten im Freien ist...",850000.0,3.5,93.8,81369,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1972,,5,
787,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Balkon, Garten barrierefrei, rollstuhlgerecht ",Zustand: Altbau (bis 1945) Personenaufzug ,,"Moderne und hochwertige Eigentumswohnungen mit gemütlichem Flair und besonderer Ausstattung machen das Stadtquartier meinraum München West zu einer Oase für jedes Lebensalter. Finden Sie Ihr Traumzuhause als Paar, als junge Familie oder als Wohngemeinschaft im besten Alter.Für die Alltagsgestaltung und die Freizeitaktivitäten...",785000.0,3,86.05,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,Old,1,
788,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Garten ",Zustand: Neubau Personenaufzug ,,"Hochwertig, modern und ökologisch: Die 4-Zimmer Wohnung im 3.OG in meinraum München West hat viel zu bieten.Die ca. 2,62 m hohen, lichtdurchfluteten und großzügig geschnittene Räume mit Fußbodenheizung und Eichen-Parkett sind praktisch und intelligent angeordnet. Der Wohnbereich beinhaltet Platz zum Wohnen, Essen und Kochen...",999000.0,4,115.28,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,New,3,
789,,"Bad mit Wanne Balkon Einbauküche Böden: Laminat, Teppichboden Weitere Räume: Kelleranteil ",Baujahr: 1973 Personenaufzug ,EnergieträgerGasHeizungsartZentralheizung,"Der grüne und gefragte Stadtteil Neuhausen/Nymphenburg zeichnet sich durch die absolut günstige Verkehrsanbindung, sowie seinen hohen Freizeitwert aus.Das nahe gelegene berühmte Nymphenburger Schloss, der Botanische Garten, oder auch der Hirschgarten laden zu ausgiebigen Spaziergängen ein. Weitere Parkanlagen und...",999999.0,4,122.31,80634,(Neuhausen-Nymphenburg),Gewerblicher,1973,,4,
790,Industriestraße 30,Balkon ,Baujahr: 2022 Zustand: Neubau Personenaufzug 1 Stellplatz ,,"Nur  unweit  Ihres  neuen  Zuhauses  befindet  sich  der  denkmalgeschützte  Ortskern Alt-Aubings. Genießen Sie den ländlichen Charakter, traditionellen Charme und die naturnahe Lage sowie die optimale Verkehrsanbindung. Alt-Aubing - ein Standort mit vielen Vorzügen! Trotz  ruhiger  Lage:  Alles,  was  Sie  im  Alltag...",519900.0,2,45.66,81245,(Aubing-Lochhausen-Langwied),Gewerblicher,2022,,1,
791,,"Bad mit Wanne und Dusche, Gäste-WC Balkon, Garten Einbauküche Böden: Parkett, Teppichboden Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 2000 Personenaufzug 1 Stellplatz: Duplex ,EnergieträgerGasHeizungsartZentralheizung,"Die Wohnung befindet sich im Stadtteil Bogenhausen/Oberföhring in gepflegter, verkehrsberuhigte Lage (30er-Zone) mit idealer Infrastruktur und sehr guter Anbindung an die öffentlichen Verkehrsmittel.Zur Verfügung stehen die Buslinien 50 und 59, mit welchen Sie in wenigen Minuten Arabella Park oder das...",480000.0,3,72.1,81927,(Bogenhausen),Gewerblicher,2000,,Ground,
792,,Balkon Einbauküche barrierefrei Böden: Parkett Weitere Räume: Kelleranteil ,Zustand: Neubau Personenaufzug Stellplatz: Tiefgarage ,,"Das Mehrfamilienhaus befindet sich im Münchner Süden, im nachfragestarken Stadtteil Sendling, am Rande einer typischen Einfamilien- und Doppelhausgegend.Der nahegelegene Südpark - oft auch als Sendlinger Wald bezeichnet - lädt die zukünftigen Bewohner zum Spazieren an der frischen Luft ein.Durch die...",1055000.0,4,100.29,81377,(Sendling-Westpark),Gewerblicher,,New,,
793,,,,,"Wohnung Nr. 154 im 13. OG links (Aufzug vorhanden), 63 m² Wfl., bestehend aus Flur, Schlafzimmer, Bad/WC, Küche, Wohnzimmer und loggiaartiger Balkon, sowie Abstellraum im 14. OG (5 m² Nfl.), Bj. 1966, Wohnungsrenovierung 2000 und Bad 2008; Erneuerung Aufzugsanlage 2019Bitte kontaktieren Sie uns bei weiteren Fragen...",495000.0,2,63.0,81927,(Bogenhausen),Gewerblicher,,,,
794,,"Balkon, Gartenmitbenutzung Ausblick: Fernblick Einbauküche, offene Küche als Ferienimmobilie geeignet Böden: Laminat Fenster: Kunststofffenster Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss Haustiere erlaubt ",Baujahr: 1959 Personenaufzug 1 Stellplatz Serviceleistungen: Reinigungsservice ,EnergieträgerFernwärmeHeizungsartZentralheizung,hervorragende Wohnlage im beliebten Bogenhausen. 7. OG,349000.0,2,38.0,81677,(Bogenhausen),Gewerblicher,1959,,4,Sofort
795,Forstenriederallee,"Bad mit Wanne Balkon, Loggia, Wintergarten Einbauküche als Ferienimmobilie geeignet Böden: Fliesenboden, Parkett Fenster: Kunststofffenster Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1961 Personenaufzug ,EnergieträgerÖlHeizungsartZentralheizung,,275000.0,1,31.0,81476,(Thalk.Obersendl.-Forsten-Fürstenr.-Solln),Gewerblicher,1961,,3,
796,,"Bad mit Fenster Balkon Einbauküche Zustand: renovierungsbedürftig / sanierungsbedürftig Weitere Räume: Kelleranteil, Abstellraum, Wasch-Trockenraum ",Baujahr: 1995 ,EnergieträgerGasHeizungsartZentralheizung,"Willkommen in der Finsterwalderstraße, einer besonders ruhigen und grünen Wohnstraße im attraktiven Obermenzing.Kurze Wege zum Bus oder zur nächsten S-Bahn-Station und von dort schnell in die City oder mit dem Auto auf direktem Wege zum Flughafen und in die Berge sind für diese Lage ebenso kennzeichnend wie beste...",495000.0,3,77.0,80997,(Allach-Untermenzing),Gewerblicher,1995,,2 Roof,Nach Vereinbarung
797,Infanteriestraße 14,Bad mit Dusche Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2022 Zustand: Neubau Personenaufzug ,EnergieträgerFernwärmeHeizungsartFußbodenheizung,"MITTEN IM BOOM: SCHWABING, NEUHAUSEN, MAXVORSTADT Van B nutzt das Beste: Das typische Flair der entspannten Schwabinger Lebensqualität. Die bürgerliche Lockerheit Neuhausens. Den szenigen, jungen Lifestyle der Maxvorstadt. Und das alles mitten im Grünen - entlang einer Plataenallee. In direkter Nachbarschaft: die...",579000.0,1,37.94,80797,(Schwabing-West),Gewerblicher,2022,,1,
798,,Bad mit Fenster und Wanne Terrasse Ausblick: Fernblick Böden: Parkett Fenster: Kunststofffenster Zustand: renoviert / saniert Weitere Räume: Kelleranteil ,Baujahr: 1968 1 Stellplatz: Tiefgarage ,EnergieträgerÖlHeizungsartZentralheizung,"Der Stadtteil Berg am Laim mit seinen 45.582 Einwohner, liegt im Münchner Osten, eingebettet zwischen Haidhausen im Westen, Trudering im Osten und Ramersdorf im Süden. Der Stadtteil verfügt daher über eine besonders gute Anbindung an das öffentliche S- und U-Bahnnetz, welche in nur wenigen Gehminuten erreichbar sind.  Über...",960000.0,3,132.0,81825,(Berg,Gewerblicher,1968,,4 Roof,
799,,Bad mit Wanne Balkon Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ,Baujahr: 2023 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,,"München hat viele schöne Seiten, eine davon im Südosten: Der Stadtteil Ramersdorf-Perlach hat sich in den vergangen Jahren vielerorts gewandelt ist inzwischen zum gefragten Wohnstandort erklärt. Erneuerungen wie jene rund um den Hanns-Seidel-Platz zeigen die Dynamik und Moderne, die sich hier mit dem dörflichen Flair...",659400.0,2,51.73,81737,(Ramersdorf-Perlach),Gewerblicher,2023,,1,2023
800,,"Bad mit Wanne und Dusche, Gäste-WC, Bad/WC getrennt Balkon, Loggia Einbauküche, offene Küche, Speisekammer rollstuhlgerecht Böden: Fliesenboden, Parkett Fenster: Kunststofffenster Ausstattung: neuwertig Weitere Räume: Kelleranteil, Wasch-Trockenraum Anschlüsse: DSL-Anschluss, Kabelanschluss ",Baujahr: 2019 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,EnergieträgerFernwärmeHaustypKfW 40HeizungsartFußbodenheizung,"Der Stadtbezirk 22 der bayerischen Landeshauptstadt ist für viele stressgeplagte Großstädter der ideale Ort, um haltzumachen oder besser noch: um anzukommen. Kein Wunder, immerhin hat dieser Bezirk die größte Ausdehnung – rund 34 Quadratkilometer – und mit 1.242 Bewohnern je Quadratkilometer die geringste...",820000.0,3,77.0,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,2019,,2,2023
801,,"Gäste-WC Garten, Terrasse Einbauküche Weitere Räume: Kelleranteil, Wasch-Trockenraum ",Baujahr: 1999 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"Die Wohnung liegt im beliebten Münchner Stadtteil Lerchenau.Einkaufsmöglichkeiten des täglichen Bedarfs, eine Bezirkssportanlage sowie mehrere Schulen, Bäckereien etc. befinden sich in unmittelbarer Umgebung. Kinderkrippen, Kindergärten, Grundschulen sowie eine Vielzahl an weiterführende Schulen bis hin zum...",445000.0,2,58.0,80935,(Feldmoching-Hasenbergl),Gewerblicher,1999,,Ground,Sofort
802,Osterangerstraße 13,"Bad mit Fenster, Wanne und Dusche Garten ",Zustand: Altbau (bis 1945) Personenaufzug ,,"Urban, modern und mit ländlichem Flair zugleich präsentiert sich Ihr neues Zuhause im Areal meinraum München West. Mit bester Anbindung zur Innenstadt, vielfältigen Einkaufsmöglichkeiten und einer guten Erreichbarkeit von Freizeit-Zielen und Arbeitsumfeld sowie dem Münchener Flughafen wohnen Sie unweit der Naherholungsgebiete...",785000.0,3,86.45,81249,(Aubing-Lochhausen-Langwied),Gewerblicher,,Old,1,
803,,"Bad mit Dusche Balkon Einbauküche Böden: Fliesenboden, Parkett Ausstattung: neuwertig Weitere Räume: Kelleranteil ",Baujahr: 2003 1 Stellplatz: Duplex ,EnergieträgerGasHeizungsartEtagenheizung,"Die Immobilie befindet sich in München.Die nächste Grundschule (Grundschule München) ist etwa 450 Meter, eine weiterführende Schule (Mittelschule an der Eduard-Spranger-Str.) rund 1,7 Kilometer entfernt.  In der näheren Umgebung befinden sich Geschäfte für den täglichen Bedarf. Hierzu gehören unter anderem...",378000.0,2,45.0,80935,(Feldmoching-Hasenbergl),Gewerblicher,2003,,2,Nach Vereinbarung
804,,"Bad mit Fenster und Wanne Einbauküche Böden: Fliesenboden, Parkett Zustand: gepflegt Weitere Räume: Kelleranteil ",Baujahr: 1940 Zustand: Altbau (bis 1945) ,HeizungsartZentralheizung,"Der südwestlich in München gelegene 7. Münchner Stadtbezirk hat knapp 60.000 Einwohner. Er erstreckt sich von der Schwanthalerhöhe und Laim im Norden bis nach Thalkirchen-Obersendling im Süden. Der Stadtteil ist durch die U-Bahn, Busse und Trambahn bestens an das städtische Verkehrsnetz angeschlossen. Sendling-Westpark ist...",420000.0,3,52.21,81377,(Sendling-Westpark),Gewerblicher,1940,,,
805,,Zustand: renovierungsbedürftig / sanierungsbedürftig ,Baujahr: 1949 Personenaufzug ,EnergieträgerFernwärmeHeizungsartZentralheizung,"Manche Stadtteile haben einfach das gewisse Etwas, das mehr bietet als nur eine neue Adresse. Einer davon ist mit großer Sicherheit das Münchner Glockenbachviertel. Wer hier wohnt, verbindet Freizeit, Kultur und Business auf ganz besondere Weise. Hier findet man alles, was individuelles Wohnen und Leben auszeichnet. So sind...",699000.0,2,58.14,80469,(Altstadt-Lehel),Gewerblicher,1949,,,Sofort
806,Ottobrunner Straße 102,"Bad mit Wanne und Dusche, Gäste-WC Balkon Böden: Parkett Zustand: Erstbezug Weitere Räume: Kelleranteil ",Baujahr: 2023 Zustand: Neubau Personenaufzug 1 Stellplatz: Tiefgarage ,,"München hat viele schöne Seiten und der Stadtteil Ramersdorf-Perlach gehört zweifelsohne dazu. Das im Süd-Osten gelegene Viertel bietet nicht nur eine perfekte Infrastruktur , sondern auch viel Natur, Freiraum und Bodenständigkeit.Die einnehmende Mischung aus Dynamik und Moderne, die sich hier mit dem dörflichen Flair...",1145800.0,4,92.28,81737,(Ramersdorf-Perlach),Gewerblicher,2023,,1,2023
807,,Terrasse Zustand: gepflegt ,Baujahr: 1988 1 Stellplatz: Tiefgarage ,EnergieträgerGasHeizungsartZentralheizung,"Gut sieben Kilometer vom Münchner Stadtzentrum entfernt, ist die Messestadt Riem eines der größten städtebaulichen Entwicklungsgebiete Europas. Wohnen, Arbeiten und Natur sind dort eng miteinander verbunden - hier trifft man auf Tradition, Moderne und Natur gleichermaßen.Größten Teils auf dem alten Flughafengelände in...",499000.0,2,55.0,81829,/,Gewerblicher,1988,,Ground,Sofort
808,,"Böden: Fliesenboden, Parkett ",Personenaufzug ,,"Die Immobilie befindet sich in einer gepflegten Wohnlage in Schwabing-Freimann nähe der Isar Auen und in Fußweite zur Isar. Auch der Poschinger Weiher und die Seewirtschaft sind ebenfalls in Gehweite. Das Freizeit angebot ist vielfältig. Der Tennispark Sankt Florian, der Garchinger Mühlbach mit seinen schönen...",395000.0,2.5,51.0,80939,(Schwabing-Freimann),Gewerblicher,,,,
